1,-72,1539686161
4,-70,1539686162
2,-72,1539686162
2,-82,1539686162
4,-72,1539686165
2,-82,1539686165
3,-61,1539686166
4,-72,1539686166
2,-68,1539686168
3,-64,1539686170
1,-65,1539686170
1,-60,1539686171
3,-71,1539686171
4,-74,1539686172
3,-63,1539686173
4,-76,1539686173
2,-79,1539686173
3,-62,1539686174
1,-70,1539686174
2,-79,1539686174
4,-85,1539686174
2,-68,1539686175
4,-74,1539686175
3,-63,1539686176
1,-67,1539686176
4,-71,1539686176
1,-67,1539686177
3,-64,1539686180
4,-58,1539686182
4,-74,1539686182
1,-52,1539686183
3,-62,1539686185
3,-63,1539686185
2,-72,1539686185
3,-62,1539686187
1,-67,1539686187
1,-62,1539686188
3,-62,1539686188
4,-73,1539686188
3,-63,1539686189
1,-64,1539686189
3,-49,1539686191
2,-69,1539686192
2,-68,1539686195
4,-75,1539686196
2,-76,1539686196
2,-78,1539686196
1,-64,1539686197
4,-69,1539686197
2,-79,1539686197
3,-69,1539686201
3,-62,1539686202
2,-78,1539686202
3,-62,1539686203
1,-63,1539686203
1,-70,1539686203
4,-76,1539686203
2,-78,1539686203
4,-83,1539686203
3,-68,1539686204
3,-62,1539686205
2,-69,1539686205
4,-72,1539686205
3,-52,1539686207
3,-61,1539686208
3,-63,1539686209
1,-69,1539686209
3,-62,1539686210
1,-74,1539686210
1,-65,1539686211
1,-68,1539686212
4,-73,1539686212
1,-68,1539686215
4,-82,1539686215
2,-86,1539686215
1,-68,1539686216
4,-75,1539686216
3,-62,1539686217
1,-64,1539686217
1,-67,1539686217
2,-78,1539686217
1,-66,1539686219
3,-60,1539686222
3,-61,1539686222
2,-68,1539686222
4,-75,1539686222
3,-62,1539686226
3,-72,1539686226
3,-62,1539686227
1,-63,1539686227
1,-67,1539686227
2,-77,1539686227
3,-60,1539686228
1,-69,1539686229
3,-60,1539686230
3,-61,1539686230
1,-71,1539686230
1,-62,1539686231
1,-64,1539686231
4,-75,1539686231
3,-62,1539686233
1,-62,1539686234
3,-62,1539686234
1,-71,1539686235
4,-71,1539686235
3,-61,1539686237
4,-73,1539686237
1,-55,1539686239
3,-74,1539686239
1,-62,1539686241
1,-65,1539686241
2,-78,1539686241
1,-59,1539686242
3,-63,1539686242
4,-73,1539686242
4,-80,1539686242
2,-81,1539686242
1,-67,1539686243
1,-68,1539686243
2,-90,1539686243
1,-62,1539686245
3,-62,1539686245
1,-64,1539686245
1,-52,1539686246
1,-66,1539686246
3,-61,1539686247
1,-65,1539686247
2,-69,1539686247
4,-75,1539686247
2,-91,1539686248
3,-61,1539686250
1,-63,1539686250
1,-65,1539686250
2,-76,1539686250
2,-77,1539686250
3,-77,1539686250
2,-67,1539686251
1,-49,1539686252
3,-63,1539686252
1,-61,1539686254
3,-61,1539686254
3,-63,1539686254
2,-73,1539686254
4,-73,1539686254
3,-62,1539686255
1,-67,1539686255
2,-71,1539686255
3,-79,1539686255
1,-65,1539686256
1,-63,1539686257
2,-86,1539686257
3,-61,1539686258
4,-73,1539686258
4,-82,1539686259
1,-62,1539686260
3,-62,1539686261
1,-65,1539686261
4,-71,1539686261
2,-83,1539686261
3,-58,1539686262
1,-68,1539686262
4,-69,1539686262
2,-76,1539686262
1,-51,1539686263
4,-72,1539686263
2,-86,1539686263
1,-59,1539686264
1,-64,1539686264
3,-69,1539686264
4,-74,1539686264
1,-67,1539686265
2,-70,1539686265
4,-77,1539686265
1,-69,1539686266
3,-69,1539686267
1,-72,1539686267
4,-69,1539686268
1,-80,1539686268
2,-61,1539686269
2,-66,1539686269
1,-70,1539686270
2,-63,1539686271
2,-64,1539686271
4,-66,1539686271
3,-75,1539686271
4,-61,1539686272
3,-67,1539686273
1,-79,1539686273
1,-63,1539686277
2,-70,1539686277
4,-70,1539686277
3,-72,1539686277
2,-47,1539686278
1,-67,1539686278
2,-54,1539686279
2,-58,1539686280
4,-67,1539686280
2,-55,1539686281
4,-63,1539686282
3,-72,1539686282
4,-58,1539686283
4,-65,1539686284
4,-59,1539686286
4,-57,1539686289
1,-71,1539686289
2,-50,1539686290
4,-48,1539686291
4,-57,1539686291
2,-63,1539686291
1,-71,1539686291
2,-55,1539686292
2,-56,1539686292
4,-57,1539686292
3,-73,1539686292
2,-55,1539686293
3,-75,1539686293
2,-54,1539686294
3,-71,1539686294
2,-56,1539686295
4,-60,1539686295
1,-69,1539686295
4,-58,1539686296
2,-56,1539686297
4,-67,1539686297
1,-74,1539686297
1,-55,1539686298
4,-69,1539686299
2,-54,1539686300
4,-62,1539686300
1,-71,1539686300
3,-73,1539686300
4,-57,1539686301
2,-73,1539686301
3,-75,1539686302
4,-65,1539686303
1,-67,1539686304
2,-56,1539686306
2,-55,1539686307
2,-61,1539686307
1,-71,1539686307
1,-72,1539686307
4,-58,1539686308
2,-61,1539686308
2,-58,1539686309
1,-54,1539686310
4,-60,1539686310
1,-68,1539686310
2,-55,1539686311
3,-76,1539686311
2,-54,1539686312
2,-56,1539686312
4,-59,1539686312
4,-66,1539686312
1,-67,1539686312
4,-67,1539686312
3,-71,1539686312
2,-54,1539686313
4,-57,1539686313
4,-59,1539686313
3,-75,1539686314
4,-48,1539686315
1,-65,1539686315
4,-60,1539686316
2,-63,1539686316
2,-55,1539686317
2,-54,1539686318
4,-72,1539686318
1,-73,1539686318
2,-55,1539686319
2,-55,1539686320
1,-67,1539686320
3,-73,1539686320
4,-60,1539686321
4,-66,1539686323
4,-59,1539686324
2,-60,1539686324
1,-70,1539686324
2,-55,1539686325
4,-59,1539686325
4,-66,1539686325
3,-75,1539686325
3,-76,1539686325
4,-59,1539686326
3,-75,1539686326
2,-56,1539686327
4,-57,1539686327
3,-75,1539686327
1,-74,1539686328
4,-59,1539686329
1,-67,1539686329
3,-74,1539686329
2,-54,1539686330
2,-63,1539686330
3,-71,1539686330
2,-55,1539686331
4,-67,1539686331
2,-54,1539686332
4,-66,1539686332
1,-67,1539686332
3,-75,1539686332
4,-62,1539686334
4,-63,1539686335
3,-74,1539686335
2,-54,1539686336
4,-58,1539686336
4,-59,1539686336
1,-69,1539686336
3,-74,1539686336
2,-54,1539686338
4,-46,1539686339
3,-73,1539686339
4,-63,1539686341
1,-79,1539686341
2,-55,1539686342
4,-63,1539686342
2,-54,1539686343
2,-55,1539686344
1,-67,1539686345
1,-54,1539686347
2,-54,1539686348
1,-83,1539686348
4,-63,1539686350
4,-65,1539686351
2,-55,1539686353
2,-56,1539686353
4,-64,1539686353
4,-63,1539686354
1,-79,1539686354
1,-75,1539686355
1,-76,1539686356
2,-55,1539686357
4,-58,1539686357
3,-68,1539686357
4,-58,1539686358
1,-73,1539686358
1,-82,1539686358
2,-58,1539686360
2,-59,1539686360
4,-59,1539686360
3,-75,1539686360
1,-80,1539686360
2,-54,1539686361
4,-59,1539686361
2,-64,1539686362
3,-75,1539686362
1,-74,1539686364
3,-76,1539686364
2,-43,1539686365
2,-55,1539686366
4,-59,1539686366
3,-82,1539686366
2,-54,1539686367
4,-61,1539686367
4,-64,1539686367
3,-82,1539686367
1,-87,1539686367
3,-89,1539686367
2,-54,1539686368
2,-57,1539686368
2,-59,1539686369
2,-56,1539686370
2,-58,1539686371
2,-59,1539686372
2,-55,1539686373
2,-59,1539686373
2,-55,1539686374
1,-88,1539686374
2,-55,1539686375
1,-76,1539686376
2,-59,1539686377
2,-55,1539686378
1,-73,1539686378
1,-89,1539686378
2,-39,1539686380
1,-68,1539686380
2,-39,1539686381
2,-55,1539686381
1,-77,1539686381
4,-57,1539686382
4,-62,1539686382
4,-62,1539686383
2,-52,1539686384
1,-72,1539686384
3,-76,1539686384
2,-54,1539686385
4,-57,1539686385
1,-73,1539686385
3,-76,1539686385
2,-44,1539686386
1,-72,1539686386
3,-73,1539686386
4,-62,1539686387
1,-81,1539686387
2,-55,1539686388
4,-56,1539686388
1,-67,1539686388
1,-73,1539686388
3,-77,1539686388
3,-79,1539686388
2,-58,1539686389
4,-59,1539686389
2,-55,1539686390
4,-59,1539686390
4,-63,1539686391
1,-85,1539686391
1,-86,1539686391
2,-55,1539686392
4,-60,1539686392
1,-72,1539686392
2,-54,1539686393
2,-60,1539686393
4,-60,1539686393
4,-63,1539686393
1,-72,1539686393
2,-38,1539686394
4,-64,1539686394
2,-55,1539686395
2,-54,1539686396
4,-58,1539686396
3,-82,1539686396
4,-64,1539686397
1,-70,1539686397
1,-75,1539686397
3,-82,1539686397
2,-57,1539686398
4,-58,1539686398
2,-55,1539686399
4,-58,1539686399
4,-60,1539686399
3,-95,1539686399
2,-53,1539686400
1,-73,1539686400
2,-55,1539686403
4,-58,1539686403
4,-59,1539686404
1,-75,1539686404
3,-86,1539686404
2,-54,1539686405
2,-56,1539686405
1,-71,1539686405
3,-77,1539686405
2,-61,1539686406
2,-58,1539686407
4,-67,1539686407
1,-71,1539686407
3,-74,1539686407
1,-77,1539686407
3,-77,1539686407
1,-78,1539686407
2,-54,1539686408
1,-78,1539686408
4,-57,1539686409
1,-67,1539686409
1,-72,1539686409
3,-76,1539686409
2,-59,1539686410
2,-55,1539686411
4,-59,1539686411
3,-85,1539686411
3,-77,1539686412
2,-55,1539686413
4,-66,1539686413
1,-75,1539686413
2,-55,1539686414
4,-58,1539686415
1,-74,1539686415
1,-79,1539686417
4,-59,1539686419
4,-60,1539686419
3,-78,1539686420
4,-58,1539686421
1,-77,1539686421
3,-79,1539686421
4,-57,1539686422
1,-71,1539686422
3,-75,1539686422
2,-60,1539686423
3,-73,1539686423
2,-55,1539686424
2,-60,1539686424
1,-77,1539686424
2,-56,1539686426
4,-57,1539686426
1,-59,1539686426
2,-53,1539686427
2,-58,1539686427
3,-80,1539686427
2,-55,1539686428
4,-63,1539686428
1,-79,1539686428
4,-58,1539686429
2,-55,1539686431
3,-72,1539686431
4,-64,1539686432
2,-54,1539686433
2,-58,1539686437
4,-58,1539686437
2,-60,1539686437
3,-72,1539686437
3,-82,1539686437
4,-52,1539686438
2,-55,1539686438
4,-58,1539686438
4,-57,1539686439
1,-72,1539686439
2,-56,1539686440
1,-78,1539686440
4,-45,1539686441
2,-58,1539686441
4,-58,1539686441
4,-58,1539686442
4,-64,1539686442
4,-64,1539686443
3,-72,1539686443
1,-74,1539686443
3,-79,1539686443
2,-53,1539686444
4,-59,1539686444
1,-76,1539686444
2,-58,1539686445
4,-60,1539686445
3,-72,1539686445
1,-77,1539686445
2,-56,1539686447
2,-58,1539686447
4,-58,1539686447
1,-71,1539686447
3,-72,1539686447
2,-60,1539686448
2,-55,1539686450
4,-58,1539686450
2,-53,1539686451
2,-59,1539686451
4,-61,1539686451
3,-73,1539686451
3,-74,1539686451
2,-54,1539686452
2,-55,1539686452
4,-71,1539686452
1,-78,1539686452
3,-79,1539686452
2,-55,1539686454
4,-59,1539686454
3,-72,1539686454
4,-69,1539686456
1,-73,1539686456
2,-55,1539686457
2,-55,1539686458
4,-67,1539686458
4,-69,1539686458
1,-77,1539686458
3,-78,1539686458
2,-54,1539686459
3,-75,1539686459
4,-60,1539686460
3,-83,1539686460
4,-66,1539686461
2,-55,1539686462
1,-72,1539686462
2,-56,1539686463
4,-58,1539686464
2,-60,1539686464
3,-80,1539686464
2,-55,1539686465
4,-67,1539686465
1,-81,1539686465
4,-60,1539686466
1,-73,1539686466
3,-77,1539686466
4,-66,1539686467
2,-54,1539686468
4,-58,1539686468
3,-58,1539686469
4,-62,1539686469
2,-55,1539686470
4,-59,1539686470
3,-83,1539686470
4,-59,1539686471
1,-58,1539686472
3,-74,1539686472
4,-64,1539686473
1,-77,1539686473
2,-54,1539686476
2,-56,1539686477
4,-62,1539686477
1,-72,1539686477
2,-59,1539686478
4,-60,1539686478
1,-71,1539686479
2,-57,1539686480
4,-61,1539686480
3,-73,1539686480
2,-55,1539686481
2,-58,1539686481
2,-56,1539686482
4,-61,1539686482
3,-73,1539686482
2,-59,1539686484
4,-60,1539686484
1,-72,1539686484
4,-63,1539686485
1,-76,1539686485
2,-54,1539686486
3,-80,1539686486
2,-54,1539686487
2,-57,1539686487
3,-70,1539686487
2,-54,1539686488
3,-79,1539686488
2,-54,1539686489
1,-77,1539686489
1,-72,1539686490
3,-79,1539686490
2,-58,1539686494
4,-63,1539686494
1,-73,1539686495
2,-54,1539686497
4,-63,1539686497
1,-74,1539686497
2,-56,1539686498
2,-58,1539686499
4,-47,1539686500
2,-54,1539686502
4,-59,1539686502
2,-55,1539686503
2,-59,1539686504
2,-52,1539686506
2,-54,1539686506
4,-60,1539686507
2,-54,1539686508
4,-63,1539686508
4,-59,1539686509
4,-59,1539686510
4,-63,1539686510
1,-82,1539686510
2,-56,1539686511
4,-58,1539686511
1,-73,1539686511
2,-58,1539686512
3,-73,1539686512
3,-79,1539686512
2,-58,1539686513
4,-63,1539686514
1,-78,1539686514
2,-55,1539686516
4,-58,1539686516
4,-61,1539686517
4,-63,1539686517
4,-58,1539686518
4,-64,1539686518
2,-55,1539686519
2,-58,1539686519
4,-61,1539686519
2,-54,1539686522
4,-58,1539686522
1,-71,1539686522
3,-77,1539686522
2,-41,1539686524
4,-58,1539686524
1,-72,1539686524
3,-77,1539686524
2,-57,1539686525
2,-54,1539686528
2,-57,1539686528
4,-61,1539686528
3,-72,1539686528
1,-74,1539686528
4,-62,1539686529
2,-55,1539686530
4,-59,1539686531
2,-54,1539686533
2,-54,1539686534
1,-58,1539686534
4,-63,1539686534
4,-47,1539686535
3,-72,1539686535
4,-60,1539686537
4,-61,1539686539
4,-58,1539686541
1,-70,1539686541
3,-75,1539686541
4,-60,1539686542
2,-54,1539686543
3,-76,1539686543
3,-83,1539686543
2,-54,1539686544
3,-71,1539686544
1,-73,1539686544
2,-54,1539686545
1,-77,1539686545
1,-72,1539686546
2,-55,1539686547
2,-54,1539686548
4,-64,1539686548
1,-76,1539686548
2,-55,1539686549
3,-70,1539686549
3,-71,1539686551
2,-69,1539686552
1,-73,1539686552
4,-61,1539686553
4,-63,1539686554
2,-55,1539686555
4,-59,1539686555
2,-59,1539686556
4,-62,1539686557
2,-63,1539686557
2,-55,1539686560
3,-57,1539686561
4,-70,1539686561
4,-81,1539686562
2,-59,1539686563
4,-66,1539686563
2,-62,1539686564
2,-58,1539686566
4,-64,1539686566
4,-63,1539686568
2,-65,1539686569
4,-68,1539686569
2,-66,1539686570
2,-62,1539686571
4,-70,1539686571
1,-78,1539686571
3,-79,1539686572
2,-78,1539686573
4,-71,1539686575
1,-75,1539686575
2,-91,1539686575
2,-68,1539686576
1,-69,1539686576
4,-66,1539686577
1,-73,1539686577
2,-73,1539686577
3,-75,1539686578
3,-78,1539686578
4,-65,1539686579
3,-82,1539686580
4,-62,1539686581
1,-75,1539686581
1,-73,1539686582
2,-75,1539686582
1,-85,1539686582
4,-66,1539686583
4,-67,1539686586
1,-75,1539686586
2,-70,1539686589
4,-66,1539686591
3,-78,1539686591
1,-59,1539686592
2,-62,1539686593
4,-68,1539686593
1,-72,1539686593
1,-75,1539686593
3,-80,1539686594
4,-67,1539686595
4,-68,1539686596
3,-77,1539686596
2,-79,1539686596
2,-49,1539686597
4,-65,1539686598
4,-67,1539686598
1,-74,1539686598
2,-61,1539686599
4,-69,1539686599
1,-71,1539686599
3,-78,1539686599
2,-55,1539686600
4,-72,1539686600
3,-76,1539686600
4,-67,1539686603
2,-68,1539686603
4,-68,1539686603
1,-73,1539686603
4,-67,1539686604
4,-72,1539686605
1,-71,1539686606
2,-67,1539686607
4,-68,1539686609
2,-71,1539686609
2,-65,1539686610
2,-67,1539686610
4,-71,1539686610
1,-73,1539686610
3,-81,1539686610
2,-59,1539686611
2,-61,1539686611
3,-66,1539686611
1,-70,1539686613
4,-72,1539686613
1,-73,1539686613
2,-59,1539686616
2,-69,1539686617
4,-70,1539686617
1,-77,1539686617
3,-80,1539686617
1,-58,1539686618
4,-66,1539686618
1,-70,1539686618
2,-71,1539686619
3,-83,1539686619
2,-68,1539686620
3,-83,1539686620
4,-63,1539686621
1,-71,1539686621
4,-71,1539686621
3,-76,1539686622
1,-75,1539686623
1,-69,1539686624
1,-71,1539686626
2,-61,1539686627
4,-70,1539686627
3,-81,1539686627
1,-68,1539686628
2,-70,1539686630
4,-70,1539686630
4,-67,1539686632
2,-66,1539686636
4,-70,1539686636
2,-67,1539686637
1,-79,1539686637
3,-81,1539686637
2,-47,1539686638
1,-71,1539686638
4,-66,1539686639
2,-67,1539686639
1,-82,1539686639
2,-69,1539686640
1,-83,1539686640
4,-68,1539686641
4,-67,1539686642
3,-78,1539686644
2,-62,1539686645
2,-64,1539686647
4,-64,1539686648
1,-72,1539686648
3,-83,1539686648
2,-70,1539686649
4,-70,1539686651
1,-71,1539686651
1,-70,1539686653
2,-58,1539686654
3,-78,1539686654
2,-67,1539686656
4,-69,1539686657
1,-73,1539686659
1,-56,1539686660
2,-62,1539686661
4,-64,1539686661
1,-71,1539686661
4,-63,1539686662
2,-69,1539686662
1,-74,1539686662
3,-77,1539686662
2,-67,1539686663
2,-63,1539686664
4,-63,1539686664
2,-70,1539686664
1,-74,1539686664
3,-77,1539686664
2,-63,1539686665
4,-70,1539686665
4,-71,1539686665
1,-75,1539686665
4,-63,1539686667
2,-69,1539686667
1,-72,1539686667
3,-77,1539686667
4,-63,1539686668
4,-71,1539686668
1,-73,1539686668
2,-65,1539686670
1,-76,1539686674
1,-71,1539686675
1,-72,1539686675
2,-67,1539686678
1,-70,1539686679
4,-70,1539686680
2,-65,1539686681
1,-71,1539686681
3,-76,1539686681
2,-67,1539686683
3,-84,1539686683
1,-72,1539686684
2,-65,1539686685
3,-77,1539686685
4,-79,1539686686
1,-77,1539686687
1,-76,1539686688
4,-78,1539686688
2,-68,1539686689
4,-70,1539686691
4,-63,1539686692
2,-67,1539686693
1,-70,1539686694
2,-70,1539686697
4,-62,1539686699
3,-65,1539686699
2,-67,1539686699
1,-69,1539686699
1,-77,1539686699
2,-67,1539686701
1,-71,1539686701
2,-58,1539686703
3,-69,1539686703
3,-77,1539686704
2,-64,1539686706
2,-68,1539686708
1,-69,1539686708
2,-64,1539686709
1,-75,1539686711
1,-75,1539686714
3,-81,1539686714
4,-71,1539686715
3,-81,1539686718
4,-48,1539686719
2,-67,1539686719
1,-68,1539686719
3,-76,1539686719
3,-77,1539686719
2,-70,1539686720
4,-72,1539686720
3,-81,1539686720
4,-64,1539686721
1,-74,1539686723
2,-64,1539686724
1,-70,1539686724
4,-77,1539686724
4,-63,1539686725
1,-70,1539686725
4,-67,1539686726
2,-65,1539686727
2,-69,1539686727
4,-76,1539686727
3,-82,1539686727
2,-64,1539686728
1,-66,1539686728
2,-64,1539686729
2,-71,1539686729
2,-66,1539686730
1,-71,1539686730
4,-77,1539686730
3,-81,1539686730
4,-64,1539686731
3,-73,1539686731
4,-62,1539686732
1,-66,1539686732
3,-75,1539686732
1,-74,1539686733
4,-63,1539686734
2,-66,1539686735
1,-75,1539686735
1,-76,1539686735
1,-67,1539686738
4,-63,1539686739
4,-64,1539686739
1,-79,1539686740
4,-89,1539686740
1,-68,1539686741
2,-68,1539686741
1,-69,1539686741
3,-76,1539686741
1,-69,1539686744
4,-66,1539686745
2,-69,1539686747
1,-72,1539686748
2,-66,1539686749
4,-76,1539686749
4,-63,1539686751
1,-69,1539686751
1,-71,1539686751
3,-80,1539686751
2,-65,1539686754
4,-79,1539686754
4,-82,1539686754
3,-87,1539686754
2,-67,1539686755
4,-68,1539686755
2,-66,1539686756
3,-87,1539686757
1,-69,1539686758
4,-64,1539686759
2,-68,1539686760
1,-68,1539686761
1,-55,1539686763
3,-80,1539686765
1,-70,1539686767
3,-81,1539686767
2,-67,1539686769
2,-67,1539686770
1,-69,1539686771
3,-75,1539686771
2,-64,1539686772
1,-67,1539686773
1,-70,1539686776
3,-73,1539686777
2,-68,1539686778
1,-74,1539686778
1,-71,1539686780
4,-74,1539686780
1,-70,1539686781
4,-73,1539686782
1,-74,1539686782
3,-83,1539686782
4,-66,1539686783
3,-83,1539686783
2,-67,1539686784
2,-69,1539686784
4,-71,1539686784
1,-72,1539686784
4,-72,1539686784
3,-80,1539686784
3,-82,1539686784
2,-68,1539686785
1,-70,1539686785
3,-81,1539686786
4,-64,1539686787
2,-61,1539686794
1,-71,1539686794
2,-65,1539686796
4,-65,1539686796
1,-70,1539686796
2,-66,1539686798
4,-70,1539686798
1,-76,1539686798
3,-83,1539686798
1,-57,1539686800
4,-64,1539686800
4,-70,1539686802
4,-75,1539686805
1,-56,1539686806
3,-73,1539686807
3,-72,1539686808
2,-66,1539686809
3,-74,1539686809
3,-76,1539686809
2,-60,1539686810
4,-63,1539686810
2,-66,1539686810
1,-73,1539686810
4,-72,1539686811
3,-76,1539686811
4,-63,1539686813
1,-71,1539686813
1,-71,1539686814
1,-73,1539686815
2,-63,1539686818
2,-74,1539686818
3,-84,1539686818
1,-72,1539686820
2,-73,1539686820
3,-86,1539686820
4,-67,1539686821
1,-69,1539686821
2,-74,1539686822
3,-85,1539686822
4,-63,1539686828
2,-72,1539686828
4,-48,1539686829
4,-66,1539686829
1,-70,1539686829
3,-86,1539686829
1,-71,1539686830
3,-77,1539686830
2,-61,1539686831
1,-69,1539686831
4,-65,1539686832
2,-76,1539686832
3,-80,1539686832
4,-62,1539686833
4,-63,1539686833
1,-68,1539686833
3,-77,1539686833
2,-61,1539686834
1,-73,1539686834
4,-66,1539686835
3,-86,1539686835
2,-64,1539686838
4,-68,1539686838
1,-71,1539686839
3,-81,1539686839
4,-63,1539686840
2,-65,1539686840
1,-68,1539686840
2,-68,1539686840
2,-60,1539686841
1,-71,1539686841
4,-65,1539686843
4,-69,1539686846
1,-72,1539686846
3,-78,1539686847
2,-60,1539686848
1,-72,1539686848
4,-67,1539686850
1,-70,1539686851
4,-64,1539686852
3,-83,1539686852
2,-64,1539686853
4,-51,1539686854
2,-71,1539686854
2,-62,1539686855
1,-69,1539686855
1,-75,1539686855
