ituofispoc2,1539685141.244021,29931,-76
ituofispoc4,1539685140.212,29931,-61
ituofispoc4,1539685144.7588518,29931,-61
ituofispoc4,1539685146.1208243,29931,-61
ituofispoc4,1539685147.0291317,29931,-58
ituofispoc2,1539685144.869638,29931,-74
ituofispoc2,1539685147.144988,29931,-65
ituofispoc2,1539685149.875865,29931,-66
ituofispoc2,1539685155.7826161,29931,-67
ituofispoc2,1539685157.61477,29931,-68
ituofispoc4,1539685160.6638787,29931,-61
ituofispoc4,1539685162.948486,29931,-60
ituofispoc4,1539685163.8489614,29931,-61
ituofispoc2,1539685163.0493107,29931,-71
ituofispoc4,1539685166.1232824,29931,-61
ituofispoc4,1539685167.0256686,29931,-61
ituofispoc4,1539685168.395335,29931,-60
ituofispoc2,1539685165.771915,29931,-75
ituofispoc2,1539685167.1342425,29931,-65
ituofispoc2,1539685167.5949402,29931,-66
ituofispoc2,1539685168.0520036,29931,-66
ituofispoc2,1539685173.4946444,29931,-64
ituofispoc2,1539685177.5864172,29931,-70
ituofispoc2,1539685191.2195644,29931,-76
ituofispoc2,1539685192.586353,29931,-62
ituofispoc2,1539685200.787942,29931,-64
ituofispoc2,1539685215.3673775,29931,-63
ituofispoc2,1539685216.2755573,29931,-57
ituofispoc2,1539685217.6356568,29931,-70
ituofispoc2,1539685224.45354,29931,-59
ituofispoc2,1539685226.7214324,29931,-66
ituofispoc2,1539685236.2972133,29931,-63
ituofispoc2,1539685236.750784,29931,-59
ituofispoc2,1539685237.208216,29931,-72
ituofispoc2,1539685237.6675198,29931,-74
ituofispoc2,1539685238.1212337,29931,-65
ituofispoc2,1539685244.4823995,29931,-64
ituofispoc2,1539685245.3958676,29931,-72
ituofispoc2,1539685245.8548272,29931,-64
ituofispoc2,1539685246.7682192,29931,-57
ituofispoc2,1539685247.6750941,29931,-58
ituofispoc2,1539685248.5958488,29931,-69
ituofispoc2,1539685250.4145794,29931,-72
ituofispoc2,1539685250.8695035,29931,-65
ituofispoc2,1539685251.317925,29931,-63
ituofispoc2,1539685252.681764,29931,-58
ituofispoc2,1539685254.1026063,29931,-65
ituofispoc2,1539685254.9613662,29931,-48
ituofispoc2,1539685255.4153943,29931,-58
ituofispoc2,1539685258.6208832,29931,-59
ituofispoc1,1539685267.6338394,29931,-71
ituofispoc1,1539685268.9956982,29931,-78
ituofispoc1,1539685272.1850226,29931,-71
ituofispoc1,1539685273.0902865,29931,-72
ituofispoc1,1539685273.5468318,29931,-72
ituofispoc1,1539685274.459254,29931,-71
ituofispoc1,1539685213.9393332,29931,-75
ituofispoc3,1539685150.8014302,29931,-79
ituofispoc3,1539685276.3722491,29931,-79
ituofispoc3,1539685215.8438952,29931,-80
ituofispoc2,1539685259.1189916,29931,-75
ituofispoc2,1539685260.4368157,29931,-60
ituofispoc2,1539685262.2520974,29931,-43
ituofispoc2,1539685263.155313,29931,-74
ituofispoc2,1539685274.5260448,29931,-67
ituofispoc2,1539685276.8061135,29931,-59
ituofispoc2,1539685277.7348046,29931,-66
ituofispoc2,1539685278.6319137,29931,-59
ituofispoc3,1539685155.8030663,29931,-86
ituofispoc3,1539685157.6475232,29931,-84
ituofispoc3,1539685159.9029188,29931,-76
ituofispoc1,1539685278.565404,29931,-80
ituofispoc1,1539685280.3854544,29931,-74
ituofispoc1,1539685217.5671456,29931,-69
ituofispoc1,1539685220.7438757,29931,-78
ituofispoc3,1539685280.4735832,29931,-85
ituofispoc2,1539685279.1289485,29931,-71
ituofispoc2,1539685283.6358497,29931,-59
ituofispoc3,1539685221.285405,29931,-82
ituofispoc3,1539685160.8120894,29931,-75
ituofispoc3,1539685161.7082236,29931,-87
ituofispoc3,1539685163.0682695,29931,-75
ituofispoc3,1539685163.9911447,29931,-77
ituofispoc1,1539685284.93604,29931,-71
ituofispoc1,1539685162.0827024,29931,-71
ituofispoc2,1539685286.3670154,29931,-61
ituofispoc2,1539685286.824696,29931,-60
ituofispoc2,1539685287.276004,29931,-60
ituofispoc3,1539685286.389445,29931,-82
ituofispoc3,1539685286.8386185,29931,-82
ituofispoc3,1539685167.156113,29931,-78
ituofispoc3,1539685168.0727782,29931,-89
ituofispoc3,1539685292.7526596,29931,-80
ituofispoc3,1539685293.6686294,29931,-86
ituofispoc3,1539685234.0318367,29931,-87
ituofispoc3,1539685173.515511,29931,-77
ituofispoc2,1539685289.5379124,29931,-55
ituofispoc2,1539685294.131001,29931,-65
ituofispoc2,1539685295.0172324,29931,-59
ituofispoc2,1539685296.8290696,29931,-65
ituofispoc3,1539685295.9364188,29931,-87
ituofispoc3,1539685296.8537247,29931,-87
ituofispoc3,1539685236.7768652,29931,-82
ituofispoc3,1539685237.6849697,29931,-83
ituofispoc3,1539685239.052497,29931,-84
ituofispoc3,1539685177.1431198,29931,-79
ituofispoc3,1539685177.606812,29931,-78
ituofispoc2,1539685301.3831425,29931,-68
ituofispoc2,1539685302.7523658,29931,-58
ituofispoc3,1539685301.405466,29931,-86
ituofispoc3,1539685243.1378658,29931,-79
ituofispoc3,1539685244.049064,29931,-81
ituofispoc3,1539685307.3174503,29931,-85
ituofispoc3,1539685245.8722596,29931,-79
ituofispoc3,1539685247.6895216,29931,-80
ituofispoc3,1539685248.1418173,29931,-78
ituofispoc3,1539685248.6133194,29931,-82
ituofispoc3,1539685187.1542566,29931,-92
ituofispoc2,1539685305.023274,29931,-75
ituofispoc2,1539685306.8397317,29931,-67
ituofispoc3,1539685250.8870547,29931,-84
ituofispoc3,1539685251.3373017,29931,-84
ituofispoc3,1539685252.723297,29931,-82
ituofispoc3,1539685257.722467,29931,-82
ituofispoc3,1539685259.5244799,29931,-79
ituofispoc3,1539685198.9848475,29931,-74
ituofispoc3,1539685320.1109874,29931,-86
ituofispoc3,1539685322.3170395,29931,-83
ituofispoc3,1539685323.2192628,29931,-85
ituofispoc3,1539685261.8127499,29931,-78
ituofispoc3,1539685264.9946744,29931,-81
ituofispoc3,1539685204.4594429,29931,-86
ituofispoc3,1539685325.9587004,29931,-85
ituofispoc3,1539685327.7775836,29931,-79
ituofispoc3,1539685265.4501925,29931,-79
ituofispoc3,1539685267.2756395,29931,-79
ituofispoc3,1539685205.3678539,29931,-79
ituofispoc3,1539685206.2827144,29931,-77
ituofispoc2,1539685310.0300689,29931,-65
ituofispoc2,1539685315.9432733,29931,-67
ituofispoc2,1539685318.204637,29931,-71
ituofispoc2,1539685325.4876556,29931,-64
ituofispoc2,1539685326.3844972,29931,-57
ituofispoc2,1539685327.7601178,29931,-63
ituofispoc2,1539685338.2223988,29931,-72
ituofispoc3,1539685338.2398453,29931,-78
ituofispoc3,1539685338.6934142,29931,-80
ituofispoc2,1539685339.5989363,29931,-58
ituofispoc2,1539685347.3043542,29931,-58
ituofispoc3,1539685346.87113,29931,-78
ituofispoc2,1539685349.5827286,29931,-64
ituofispoc3,1539685352.34459,29931,-60
ituofispoc3,1539685357.789375,29931,-77
ituofispoc2,1539685354.1353228,29931,-58
ituofispoc2,1539685355.4930198,29931,-54
ituofispoc2,1539685357.775196,29931,-65
ituofispoc2,1539685358.6785228,29931,-71
ituofispoc2,1539685359.1389372,29931,-78
ituofispoc3,1539685360.969069,29931,-65
ituofispoc3,1539685361.8725395,29931,-74
ituofispoc3,1539685362.3290236,29931,-67
ituofispoc2,1539685366.4148884,29931,-71
ituofispoc3,1539685365.5196717,29931,-66
ituofispoc3,1539685366.4371517,29931,-69
ituofispoc3,1539685366.8882163,29931,-67
ituofispoc3,1539685368.258581,29931,-69
ituofispoc3,1539685369.1636577,29931,-48
ituofispoc2,1539685370.0647714,29931,-78
ituofispoc2,1539685370.9647489,29931,-73
ituofispoc3,1539685370.5267477,29931,-67
ituofispoc3,1539685370.9806573,29931,-62
ituofispoc3,1539685371.4458606,29931,-64
ituofispoc3,1539685373.2810333,29931,-69
ituofispoc3,1539685374.6170678,29931,-60
ituofispoc2,1539685374.6113381,29931,-72
ituofispoc3,1539685375.1244805,29931,-64
ituofispoc2,1539685380.9649293,29931,-70
ituofispoc2,1539685382.7795167,29931,-75
ituofispoc2,1539685383.2277133,29931,-80
ituofispoc3,1539685383.245211,29931,-69
ituofispoc3,1539685385.5287936,29931,-61
ituofispoc3,1539685387.8059843,29931,-63
ituofispoc3,1539685390.5374684,29931,-68
ituofispoc3,1539685390.984835,29931,-68
ituofispoc3,1539685395.110992,29931,-70
ituofispoc3,1539685397.37335,29931,-68
ituofispoc3,1539685398.2882814,29931,-62
ituofispoc3,1539685398.7358978,29931,-61
ituofispoc2,1539685387.7884889,29931,-78
ituofispoc2,1539685388.2494242,29931,-65
ituofispoc2,1539685390.0638258,29931,-75
ituofispoc2,1539685395.0766084,29931,-73
ituofispoc2,1539685400.5401134,29931,-73
ituofispoc2,1539685401.9085732,29931,-66
ituofispoc3,1539685400.551015,29931,-69
ituofispoc3,1539685401.028513,29931,-69
ituofispoc3,1539685401.9156113,29931,-62
ituofispoc3,1539685404.1937146,29931,-61
ituofispoc2,1539685408.7274659,29931,-75
ituofispoc3,1539685405.0965595,29931,-63
ituofispoc3,1539685411.0094364,29931,-63
ituofispoc3,1539685412.3769457,29931,-70
ituofispoc3,1539685413.74531,29931,-63
ituofispoc2,1539685418.7308614,29931,-68
ituofispoc3,1539685415.1135395,29931,-62
ituofispoc3,1539685417.84759,29931,-61
ituofispoc3,1539685421.0262353,29931,-63
ituofispoc3,1539685421.4993632,29931,-63
ituofispoc3,1539685428.7683005,29931,-63
ituofispoc3,1539685432.3948882,29931,-62
ituofispoc3,1539685432.8515239,29931,-65
ituofispoc3,1539685434.2352388,29931,-67
ituofispoc3,1539685434.6749892,29931,-61
ituofispoc3,1539685437.864653,29931,-64
ituofispoc2,1539685439.2172976,29931,-73
ituofispoc2,1539685442.8279972,29931,-68
ituofispoc3,1539685442.8454294,29931,-63
ituofispoc3,1539685443.2940881,29931,-62
ituofispoc2,1539685447.3652015,29931,-80
